referrer,views_total,views_unique
Google,555,64
github.com,291,20
Bing,206,7
l.instagram.com,55,6
l.facebook.com,31,7
m.facebook.com,30,3
instagram.com,8,5
Yahoo,5,1
DuckDuckGo,3,1
facebook.com,2,2
