referrer,views_total,views_unique
Google,128,13
github.com,86,4
l.facebook.com,45,7
Bing,33,4
m.facebook.com,16,5
l.instagram.com,9,4
facebook.com,4,4
search-dre.dt.dbankcloud.com,1,1
