referrer,views_total,views_unique
Google,753,103
Bing,495,33
l.facebook.com,329,24
github.com,220,31
l.instagram.com,166,17
m.facebook.com,79,16
instagram.com,67,5
l.messenger.com,55,4
facebook.com,23,6
messenger.com,11,1
