time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-26 00:00:00+00:00,,,3881,165
2023-01-27 00:00:00+00:00,1.0,1.0,4980,201
2023-01-28 00:00:00+00:00,,,2486,204
2023-01-29 00:00:00+00:00,,,74,26
2023-01-30 00:00:00+00:00,,,118,27
2023-01-31 00:00:00+00:00,,,82,20
2023-02-01 00:00:00+00:00,1.0,1.0,173,21
2023-02-02 00:00:00+00:00,,,113,18
2023-02-03 00:00:00+00:00,1.0,1.0,112,31
2023-02-04 00:00:00+00:00,,,349,43
2023-02-05 00:00:00+00:00,,,299,53
2023-02-06 00:00:00+00:00,,,556,67
2023-02-07 00:00:00+00:00,,,456,63
2023-02-08 00:00:00+00:00,,,485,56
