referrer,views_total,views_unique
Google,447,52
github.com,219,19
l.facebook.com,135,14
Bing,131,3
l.messenger.com,25,1
l.instagram.com,24,8
m.facebook.com,21,5
instagram.com,7,4
Yahoo,5,1
facebook.com,2,2
