referrer,views_total,views_unique
Google,536,74
Bing,281,18
l.facebook.com,161,13
github.com,158,27
l.instagram.com,115,14
instagram.com,67,5
m.facebook.com,51,8
facebook.com,15,2
teams.microsoft.com,1,1
