time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-27 00:00:00+00:00,,,186,29
2022-10-28 00:00:00+00:00,1.0,1.0,62,15
2022-10-29 00:00:00+00:00,,,200,36
2022-10-30 00:00:00+00:00,,,108,19
2022-10-31 00:00:00+00:00,,,123,21
2022-11-01 00:00:00+00:00,,,100,13
2022-11-02 00:00:00+00:00,,,72,18
2022-11-03 00:00:00+00:00,,,97,16
2022-11-04 00:00:00+00:00,,,80,10
2022-11-05 00:00:00+00:00,,,194,25
2022-11-06 00:00:00+00:00,2.0,2.0,215,35
2022-11-07 00:00:00+00:00,1.0,1.0,144,28
2022-11-08 00:00:00+00:00,2.0,1.0,147,23
2022-11-09 00:00:00+00:00,3.0,3.0,127,18
