time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-14 00:00:00+00:00,,,164,22
2022-11-15 00:00:00+00:00,,,112,21
2022-11-16 00:00:00+00:00,1.0,1.0,205,26
2022-11-17 00:00:00+00:00,,,122,20
2022-11-18 00:00:00+00:00,,,155,14
2022-11-19 00:00:00+00:00,1.0,1.0,140,18
2022-11-20 00:00:00+00:00,,,149,19
2022-11-21 00:00:00+00:00,,,186,24
2022-11-22 00:00:00+00:00,,,58,11
2022-11-23 00:00:00+00:00,,,186,21
2022-11-24 00:00:00+00:00,2.0,2.0,200,22
2022-11-25 00:00:00+00:00,1.0,1.0,134,22
2022-11-26 00:00:00+00:00,,,161,20
2022-11-27 00:00:00+00:00,,,107,15
