referrer,views_total,views_unique
Google,599,59
Bing,238,20
github.com,236,26
l.facebook.com,105,18
l.instagram.com,34,6
l.messenger.com,31,2
m.facebook.com,12,3
facebook.com,5,4
snapchat.com,2,1
