referrer,views_total,views_unique
Google,676,99
github.com,252,19
Bing,162,8
m.facebook.com,81,13
l.instagram.com,47,4
l.facebook.com,12,5
DuckDuckGo,9,1
instagram.com,8,5
Yahoo,5,1
messenger.com,3,1
